Name,Formula,CAS,wt,CPLC1,CPLC2,CPLC3,CPLC4,CPLC5,CPLTmin,CPLTmax,Tc,Pc,Vc,Zc,Acentric factor,Hig_f,Gig_f,Sig,Hstd_c,VPC1,VPC2,VPC3,VPC4,VPC5,VPTmin,VPTmax,LDC1,LDC2,LDC3,LDC4,LDTmin,LDTmax,HVC1,HVC2,HVC3,HVC4,HVTmin,HVTmax,CPGC1,CPGC2,CPGC3,CPGC4,CPGC5,CPGTmin,CPGTmax,VAPVISC1,VAPVISC2,VAPVISC3,VAPVISC4,VAPVISTmin,VAPVISTmax,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,LIQVISC5,LIQVISTmin,LIQVISTmax,GASTCC1,GASTCC2,GASTCC3,GASTCC4,GASTCTmin,GASTCTmax,LICTCC1,LICTCC2,LICTCC3,LICTCC4,LICTCC5,LICTCTmin,LICTCYmax
Ethylpropyl ether,C5H12O,628-32-0,88.15,103680,726.3,-2.6047,0.0040957,0,145.65,320,500.23,3.37,0.339,0.275,0.3473,-272.2,-115.2,0.3881,-3120,86.898,"-6,646.40",-9.5758,5.96E-17,6,145.65,500.23,0.7908,0.266,500.23,0.292,145.65,500.23,54380000,0.60624,0,0,145.65,500.23,113200,294000,1827,205500,852,298.15,1500,5.15E-07,0.5726,288.76,0,145.65,1000,0.7109,386.51,-1.7754,0,0,200,337.01,5.82E-08,2.0116,-372.68,"57,690",273.15,550,0.22717,-0.0003298,0,0,145.65,0.1791,0.0952
Ethyltrichlorosilane,C2H5Cl3Si,115-21-9,163.51,105150,85.318,0.46693,0,0,167.55,371.05,559.95,3.33,0.414,0.296,0.2691,-595.4,-510.1,0.407,-1671,62.614,"-6,148.20",-5.84,1.09E-17,6,167.55,559.95,0.58579,0.24246,559.95,0.29509,167.55,559.95,49482000,0.39871,0,0,167.55,559.95,85105,103780,597.37,94745,2122.7,167,1500,3.28E-08,0.9729,0,0,167.55,1000,7.8744,-106.34,-2.6884,4.28E+13,-6,167.55,447.96,2.94E-06,1.4153,0,0,373.15,573.15,0.19769,-0.00017713,-1.54E-07,0,167.55,0.1637,0.1107
Fluorine,F2,7782-41-4,38,-94585,7529.9,-139.6,1.1301,-0.0033241,58,98,144.12,5.172,0.066547,0.287,0.053,0,0,0.202682,None,42.393,"-1,103.30",-4.1203,0.000057815,2,53.48,144.12,4.2895,0.28587,144.12,0.28776,53.48,144.12,8875700,0.34072,0,0,53.48,144.12,29122,10132,1453,9410.1,662.91,50,1500,0.000000636,0.6638,61.6,0,53.48,1000,8.18,-75.6,-3.5148,0,0,53.48,140,0.00012144,0.93831,0,0,70,700,0.2758,-0.0016297,0,0,53.48,0.1886,0.0639
Fluorobenzene,C6H5F,462-06-6,96.1,-991200,11734,-40.669,0.047333,0,239.99,319.99,560.09,4.551,0.269,0.263,0.2472,-116.566,-69.036,0.302629,-2814.51,51.915,"-5,439",-4.2896,8.75E-18,6,230.94,560.09,1.0146,0.27277,560.09,0.28291,230.94,560.09,45820000,0.3717,0,0,230.94,560.09,62653,216460,1564,172780,724.29,200,1500,2.12E-07,0.7087,157.42,0,357.88,1000,-10.064,1058.7,-0.17162,0,0,232.15,453.15,0,1.1576,760.75,0,357.88,600,0.20962,-0.00028034,0,0,238.15,0.1429,0.1106
Fluoroethane,C2H5F,353-36-6,48.06,85663,-118.56,0.55459,0,0,140,240,375.31,5.028,0.164,0.264,0.22,-264.4,-212.3,0.2644,-1127,56.639,"-3,576.50",-5.5801,9.90E-06,2,129.95,375.31,1.6525,0.27099,375.31,0.2442,129.95,375.31,27617000,0.32162,0,0,129.95,375.31,44373,131190,1642.2,85441,738.77,200,1500,8.87E-07,0.5404,251.82,0,129.95,1000,-10.758,558.81,-0.016459,0,0,129.95,235.45,0,0.8333,723,0,235.45,"1,000",0.2595,-0.0005008,0,0,129.95,0.1944,0.113
Fluoromethane,CH3F,593-53-3,34.03,74746,-132.32,0.53772,0,0,140,220,317.42,5.875,0.113,0.252,0.198,-234.3,-210.4,0.222734,-521.9,59.123,"-3,043.70",-6.1845,0.000016637,2,131.35,317.42,2.1854,0.24725,317.42,0.27558,131.35,317.42,24708000,0.37014,0,0,131.35,317.42,33289,73989,1863.9,46079,891.16,50,1500,1.23E-07,0.82167,0,0,131.35,1000,-10.501,427.78,0.0086309,0,0,131.35,194.82,0.004,0.4834,997.4,0,194.82,"1,000",0.445,-0.001023,0,0,131.35,0.3106,0.1553
Formaldehyde,CH2O,50-00-0,30.03,61900,28.3,0,0,0,204,234,408,6.59,0.115,0.223,0.2818,-108.6,-102.6,0.21866,-526.8,101.51,"-4,917.20",-13.765,0.022031,1,181.15,408,1.9415,0.22309,408,0.28571,181.15,408,30760000,0.2954,0,0,181.15,408,33270,49542,1866.6,28075,934.9,50,1500,4.76E-07,0.6405,161.7,0,181.15,1000,-11.24,751.69,-0.024579,0,0,181.15,254.05,44.847,-0.7096,-3493.5,"5,353,200",254.05,994.05,0.37329,-0.00065,0,0,204,0.2407,0.2212
Formamide,CH3NO,75-12-7,45.04,63400,150.6,0,0,0,292,493,771,7.8,0.163,0.198,0.4124,-192.2,-147.1,0.24857,-502.1,100.3,"-10,763",-10.946,3.85E-06,2,275.6,771,1.2486,0.20352,771,0.25178,275.6,771,73580000,0.3564,0,0,275.7,771,38220,93000,1845,69000,850,150,1500,6.83E-08,0.8774,54.864,0,275.6,1000,40.153,-912.39,-7.5664,1.69E+24,-10,273.15,493,0.00025893,0.9083,723.6,0,493,"1,000",0.3847,-0.0001065,0,0,275.7,0.3553,0.3322
Formic acid,CH2O2,64-18-6,46.03,78060,71.54,0,0,0,281.45,380,588,5.81,0.125,0.149,0.3173,-405.5,-377.8,0.2487,-211.5,50.323,"-5,378.20",-4.203,3.47E-06,2,281.45,588,1.938,0.24225,588,0.24435,281.45,588,23195000,1.9091,-5.0003,3.2641,250,588,33810,75930,1192.5,31800,550,50,1500,2.86E-07,0.6958,184.25,0,281.45,1000,-48.529,3394.7,5.3903,0,0,281.45,373.71,0,0.8459,674.4,0,373.71,"1,000",0.302,-0.000108,0,0,281.45,0.2716,0.2616
Furan,C4H4O,110-00-9,68.07,114370,-215.69,0.72691,0,0,187.55,304.5,490.15,5.5,0.218,0.294,0.2015,-34.8,0.8225,0.26714,-1995.9,74.738,"-5,417",-8.0636,0.00000747,2,187.55,490.15,1.1339,0.24741,490.15,0.2612,187.55,490.15,40050000,0.3995,0,0,196.29,490.15,37270,166060,1511.2,131450,686,200,1500,6.43E-07,0.5854,325.3,0,187.55,1000,-10.923,894.63,-0.00068418,0,0,200,304.5,"-644,950",0.2862,-16794000000,-1.74E+13,304.5,"1,000",0.2198,-0.00031405,0,0,187.55,0.1609,0.1242
Helium-4,He,7440-59-7,4,387220,-465570,211800,-42494,3212.9,2.2,4.6,5.2,0.2275,0.0573,0.302,-0.39,0,0,0.126044,0,11.533,-8.99,0.6724,0.2743,1,1.76,5.2,7.2475,0.41865,5.2,0.24096,2.2,5.2,125040,1.3038,-2.6954,1.7098,2.2,5.2,20786,0,0,0,0,100,1500,3.25E-07,0.7162,-9.6,107,20,2000,-9.6312,-3.841,-1.458,-1.07E-08,10,2.2,5.1,0.00226,0.7305,-18.63,440,30,"2,000",-0.013833,0.022913,-0.0054872,0.0004585,2.2,0.0149,0.0204
Heptadecane,C17H36,629-78-7,240.47,376970,347.82,0.57895,0,0,295.13,575.3,736,1.34,1.11,0.244,0.7697,-394.45,90.83,0.82023,-10561.8,156.95,"-15,557",-18.966,6.46E-06,2,295.13,736,0.21897,0.23642,736,0.28571,295.13,736,104730000,0.4374,0,0,295.13,736,278780,952470,1693.5,666510,744.57,200,1500,3.13E-07,0.6238,692.2,0,295.13,1000,-19.991,2245.1,1.1982,0,0,295.13,575.3,-114.41,1.0566,"-2,211,400,000",0,575.3,"1,000",0.20926,-0.0002215,0,0,295.13,0.1439,0.0818
Heptanal,C7H14O,111-71-7,114.19,222360,-105.17,0.65074,0,0,229.8,381.25,616.8,3.16,0.434,0.267,0.4279,-269.4,-91.91,0.46138,-4136,92.252,"-8,349",-10.274,5.93E-06,2,229.8,616.8,0.59006,0.25609,616.8,0.28384,229.8,616.8,59560000,0.36474,0,0,229.8,616.8,140400,259070,831.5,131200,2201,200,1500,8.46E-08,0.79185,94.487,0,229.8,1000,-10.443,1063.2,-0.031488,0,0,229.8,425.95,1556.7,1.0284,"17,049,000,000",0,425.95,"1,000",0.21816,-0.0003015,1.03E-07,0,229.8,0.1543,0.083
Heptane,C7H16,142-82-5,100.2,61.26,314410,1824.6,-2547.9,0,182.57,520,540.2,2.74,0.428,0.261,0.3495,-187.65,8.165,0.42798,-4464.73,87.829,"-6,996.40",-9.8802,7.21E-06,2,182.57,540.2,0.61259,0.26211,540.2,0.28141,182.57,540.2,50014000,0.38795,0,0,182.57,540.2,120150,400100,1676.6,274000,756.4,200,1500,6.67E-08,0.82837,85.752,0,182.57,1000,-9.4622,877.07,-0.23445,1.40E+22,-10,180.15,432.16,-0.07,0.38068,-7049.9,"-2,400,500",339.15,"1,000",0.215,-0.000303,0,0,182.57,0.1597,0.1024
Heptanoic acid,C7H14O2,111-14-8,130.19,194570,-23.206,0.88395,0,0,265.83,496.15,677.3,3.043,0.466,0.252,0.7564,-536.2,-334,0.48,-3839,120.47,"-13,106",-13.31,5.84E-18,6,265.83,677.3,0.53066,0.24729,677.3,0.28289,265.83,677.3,112740000,0.86047,-0.40661,-0.012644,265.83,677.3,131350,233170,675.67,182400,1846,300,1500,7.28E-08,0.81279,89.874,0,265.83,1000,-40.543,3328.3,4.1804,0,0,265.83,496.15,0.00019376,0.92434,739.56,0,496.15,"1,000",0.202,-0.0002,0,0,265.83,0.1488,0.1028
1-Heptanol,C7H16O,111-70-6,116.2,2416800,-26105,110.03,-0.19172,0.00011968,239.15,448.6,632.3,3.085,0.444,0.261,0.5621,-336.8,-125.5,0.4795,-4285,147.41,"-13,466",-17.353,1.13E-17,6,239.15,632.3,0.55687,0.24725,632.3,0.31471,239.15,632.3,70236000,-1.3652,3.987,-2.2545,239.15,632.3,122150,399100,1580,283500,717.7,200,1500,2.57E-07,0.6502,248.6,0,239.15,1000,-66.654,5325.8,7.66,-2.25E-28,9.9041,239.15,448.6,-0.062,0.2792,"-3,336","-1,642,000",449.45,"1,000",0.2239,-0.000226,0,0,239.15,0.1699,0.0944
2-Heptanol,C7H16O,543-49-7,116.2,283127,-1037.63,3.44064,0,0,230,432.9,608.3,3.001,0.447,0.265,0.5628,-355.4,-142.5,0.474,-4282,124.23,"-11,637",-14.148,6.95E-17,5.7,230,608.3,0.57114,0.25534,608.3,0.26487,230,608.3,96433000,0.783,-0.27273,0.038495,230,608.3,145690,282520,816.95,176600,2537.2,298.15,1500,9.15E-08,0.78346,100.28,0,230,1000,11.225,25.319,-3.2694,1.01E+11,-4.3444,230,432.9,0.00017569,0.97218,686.56,0,432.9,"1,000",0.21134,-0.00024776,0,0,230,0.1544,0.1041
3-Heptanone,C7H14O,106-35-4,114.19,270730,-399.89,1.0601,0,0,234.15,480,606.6,2.92,0.433,0.251,0.4076,-301,-122.5,0.458,-4098,78.463,"-8,077.20",-7.9062,8.05E-18,6,234.15,606.6,0.59268,0.25663,606.6,0.27766,234.15,606.6,63357000,0.42167,0,0,234.15,606.6,127680,338100,1383.1,188800,650.3,200,1500,8.97E-08,0.78236,100.14,0,234.15,1000,-9.3874,1204.9,-0.32618,0,0,234.15,421.15,1348.6,1.0313,"14,832,000,000",0,420.55,"1,000",0.2026,-0.0002234,0,0,234.15,0.1503,0.079
2-Heptanone,C7H14O,110-43-0,114.19,265040,-375.68,1.0024,0,0,238.15,490,611.4,2.94,0.434,0.251,0.419,-300.453,-119.6,0.4486,-4099.52,75.494,"-7,896.50",-7.5047,8.91E-18,6,238.15,611.4,0.58247,0.25279,611.4,0.29818,238.15,611.4,61425000,0.39802,0,0,238.15,611.4,125070,214800,691.2,161900,1759.3,150,1200,8.86E-08,0.78376,100.18,0,238.15,1000,-13.929,1321.9,0.40382,0,0,250,424.18,2049.3,1.0323,"22,983,000,000",0,424.18,"1,000",0.2108,-0.000246,0,0,238.15,0.1522,0.1065
1-Heptene,C7H14,592-76-7,98.19,267950,-1315.9,6.5242,-0.011994,9.38E-06,154.12,366.79,537.4,2.92,0.402,0.263,0.3432,-62.89,94.82,0.4252,-4349.9,65.922,"-6,189",-6.3629,2.01E-17,6,154.12,537.4,0.66016,0.26657,537.4,0.28571,154.12,537.4,49437000,0.35428,0.22149,-0.2353,154.12,537.4,118510,363620,1735.9,250480,785.73,298.15,1500,7.75E-08,0.81089,69.927,0,154.12,1000,-10.819,841.33,0,0,0,154.12,429.92,0.00002133,1.2885,487.8,0,366.79,"1,000",0.19664,-0.00016623,-2.52E-07,0,154.12,0.165,0.1017
Heptyl mercaptan,C7H16S,1639-09-4,132.27,236870,-158.01,0.78982,0,0,229.92,460,645,2.77,0.465,0.24,0.4226,-149.5,36.22,0.4939,-4786.5,79.858,"-8,501.80",-8.1043,8.15E-18,6,229.92,645,0.58622,0.2726,645,0.29644,229.92,645,65473000,0.40968,0,0,229.92,645,144200,416030,1660.3,265720,759.39,200,1500,4.70E-08,0.8932,57.6,0,229.92,1000,-11.812,1291.9,0.076469,0,0,229.92,450.09,0.008,0.51862,"2,253","532,590",450.09,"1,000",0.2037,-0.0002252,0,0,229.92,0.1519,0.1023
1-Heptyne,C7H12,628-71-7,96.17,46798,761.13,-0.62882,0,0,200,372.93,547,3.21,0.387,0.273,0.3778,103,227,0.4085,-4271.7,59.083,"-6,031.80",-5.3072,1.44E-17,6,192.22,547,0.67304,0.26045,547,0.28388,192.22,547,48222000,0.33858,0,0,192.22,547,107120,302580,1527.3,209750,689.62,200,1500,5.95E-07,0.52758,274.02,0,192.22,1000,-2.7947,563.86,-1.1636,0,0,192.22,447.2,0,1.0586,-102.79,"143,140",372.93,"1,000",0.21098,-0.00026652,0,0,192.22,0.1598,0.1116
Hexadecane,C16H34,544-76-3,226.44,370350,231.47,0.68632,0,0,291.31,560.01,723,1.4,1.04,0.243,0.7174,-374.17,82.16,0.78102,-9951.45,156.06,"-15,015",-18.941,6.82E-06,2,291.31,723,0.23289,0.23659,723,0.28571,291.31,723,101560000,0.45726,0,0,291.31,723,262830,897330,1691.2,626400,744.41,200,1500,1.25E-07,0.7322,395,"6,000",291.31,1000,-20.182,2203.5,1.2289,0,0,291.31,564.15,0,1.4949,682,0,560.01,"1,000",0.20749,-0.00021917,0,0,291.31,0.1436,0.0848
Hexanal,C6H12O,66-25-1,100.16,117700,329.52,0,0,0,217.15,401.45,591,3.46,0.369,0.26,0.3872,-248.6,-100.05,0.42214,-3520,81.507,"-7,776.80",-8.4516,1.51E-17,6,217.15,591,0.71899,0.26531,591,0.27628,217.15,591,56661000,0.38533,0,0,217.15,591,123200,221460,840,121900,2205,200,1500,9.67E-08,0.78044,97.798,0,217.15,1000,-10.745,1021.4,-0.000055427,0,0,217.15,401.45,"-7,157,100",-0.05819,"4,089,000,000",-4.58E+13,401.45,"1,000",0.22196,-0.00032053,1.16E-07,0,217.15,0.1578,0.0839
Hexane,C6H14,110-54-3,86.18,172120,-183.78,0.88734,0,0,177.83,460,507.6,3.025,0.371,0.266,0.3013,-166.94,-0.06634,0.38874,-3855.1,104.65,"-6,995.50",-12.702,0.000012381,2,177.83,507.6,0.70824,0.26411,507.6,0.27537,177.83,507.6,44544000,0.39002,0,0,177.83,507.6,104400,352300,1694.6,236900,761.6,200,1500,1.75E-07,0.70737,157.14,0,177.83,1000,-6.3276,640,-0.694,5.69E+21,-10,174.65,406.08,-650.5,0.8053,"-1,412,100,000",0,339.09,"1,000",0.22492,-0.0003533,0,0,177.83,0.1621,0.0942
Hexanoic acid,C6H12O2,142-62-1,116.16,161980,44.116,0.709,0,0,269.25,478.85,660.2,3.308,0.408,0.246,0.7299,-511.9,-338,0.441,-3230,114.05,"-12,332",-12.45,5.63E-18,6,269.25,660.2,0.62833,0.25598,660.2,0.25304,269.25,660.2,90746000,0.8926,-0.75172,0.34378,269.25,660.2,116220,207080,686.61,153550,1932.5,298.15,1500,8.40E-08,0.80073,96.779,0,269.25,1000,-46.402,3448.6,5.0849,0,0,269.25,478.85,0.00021014,0.91616,727.64,0,478.85,"1,000",0.1855,-0.000146,0,0,269.25,0.1462,0.0974
1-Hexanol,C6H14O,111-27-3,102.18,1638600,-17261,71.721,-0.12026,0.000071087,228.55,460,611.3,3.446,0.382,0.259,0.5586,-316.2,-133.9,0.4402,-3675,135.421,"-12,288",-15.732,1.27E-17,6,228.55,611.3,0.70093,0.26776,611.3,0.24919,228.55,611.3,70350000,-0.9575,3.1431,-1.8066,228.55,611.3,106250,352100,1583.5,246200,715.75,200,1500,1.58E-07,0.7189,163.3,0,228.55,1000,-39.324,"3,841",3.6933,-2.12E-30,10.485,250,429.9,"-4,935,500",-0.1653,"1,563,100,000",-1.58E+13,429.9,"1,000",0.2193,-0.00022,0,0,228.55,0.169,0.0928
2-Hexanol,C6H14O,626-93-7,102.18,267628,-1033.06,3.35185,0,0,223,585.3,585.3,3.311,0.385,0.262,0.5574,-334.6,-150.6,0.4349,-3670,109.42,"-10,449",-12.051,2.61E-46,16,223,585.3,0.67393,0.25948,585.3,0.26552,223,585.3,115500000,2.2877,-3.6724,2.1326,223,585.3,126150,359640,1844.5,259400,819.17,298.15,1500,1.07E-07,0.77022,105.85,0,223,1000,-82.705,7404.9,6.4721,1.5016,0.41014,223,412.4,0.00018361,0.97199,677.05,0,412.4,"1,000",0.21391,-0.00026042,0,0,223,0.1558,0.1065
2-Hexanone,C6H12O,591-78-6,100.16,208250,-107.47,0.2062,0.00070293,0,217.35,460,587.61,3.287,0.378,0.254,0.3846,-279.826,-130.081,0.417856,-3490,107.44,"-8,528.60",-12.679,8.46E-06,2,217.35,587.61,0.67816,0.25634,587.61,0.28365,217.35,587.61,56231000,0.38207,0,0,217.35,587.61,109400,180700,689,147400,1772,200,1200,9.78E-08,0.7772,99.53,0,217.35,1000,-11.445,1187.2,0.0029076,0,0,217.35,400.7,-1.2158,0.0266,-1711.6,"-13,176,000",273,"1,000",0.21076,-0.00024,0,0,217.35,0.1586,0.1146
3-Hexanone,C6H12O,589-38-8,100.16,235960,-345.94,0.94278,0,0,217.5,460,582.82,3.32,0.378,0.259,0.3801,-277.6,-126,0.4092,-3492,73.155,"-7,242.90",-7.2569,1.27E-17,6,217.5,582.82,0.67666,0.25578,582.82,0.27746,217.5,582.82,56232000,0.39972,0,0,217.5,582.82,112370,293600,1401,160100,650.5,150,1500,9.89E-08,0.7755,99.825,0,217.5,1000,-13.684,1283.4,0.33755,0,0,217.5,396.65,-0.33262,0.12054,-2472.6,"-5,493,400",273,"1,000",0.23493,-0.0002912,0,0,217.5,0.1716,0.0992
1-Hexene,C6H12,592-41-6,84.16,164640,-200.37,0.8784,0,0,133.39,336.63,504,3.21,0.348,0.267,0.2888,-41.67,87,0.3863,-3739.7,51.024,"-4,986.40",-4.2463,1.68E-17,6,133.39,504,0.76925,0.26809,504,0.28571,133.39,504,41429000,0.49118,-0.44821,0.32105,133.39,504,104340,307490,1745.9,207280,793.53,298,1500,8.01E-08,0.81293,65.274,0,133.39,1000,-10.36,775.85,-0.082348,0,0,133.39,336.63,0,1.1355,445.15,"64,810",336.63,"1,000",0.19112,-0.000083519,-5.14E-07,0,133.39,0.1708,0.1048
3-Hexyne,C6H10,928-49-4,82.14,82795,283.4,0,0,0,300,354.35,544,3.53,0.331,0.258,0.2183,106,199,0.376,-3640,47.091,"-5,104",-3.6371,0.00051621,1,170.05,544,0.78045,0.26065,544,0.28571,170.05,544,48080000,0.436,0,0,170.05,544,93760,301500,1905.7,198600,817,300,1500,5.21E-07,0.5444,237.01,0,170.05,1000,-4.2684,647.6,-1.0087,0,0,170.05,432,6.97E-06,1.347,-214.35,"110,480",354.35,"1,000",0.20996,-0.0002692,0,0,170.05,0.1642,0.1146
Hexyl mercaptan,C6H14S,111-31-9,118.24,303320,-1009,3.3885,-0.002762,0,192.62,430,623,3.08,0.412,0.245,0.3681,-129.2,27.59,0.4546,-4176.2,68.467,"-7,390.50",-6.5456,7.76E-18,6,192.62,623,0.66372,0.27345,623,0.29185,192.62,623,58422000,0.38704,0,0,192.62,623,126620,372940,1657.4,230800,757.8,200,1500,4.36E-08,0.90747,42.32,0,192.62,1000,-10.073,1123.3,-0.16515,0,0,192.62,425.81,0.0743,0.30035,4470.1,"1,775,800",425.81,"1,000",0.2058,-0.0002324,0,0,0,192.62,425.81
1-Hexyne,C6H10,693-02-7,82.14,93000,326,0,0,0,200,344.48,516.2,3.62,0.322,0.272,0.3327,123.7,218.5,0.3694,-3661,133.2,"-7,492.90",-18.405,0.022062,1,141.25,516.2,0.84427,0.27185,516.2,0.2771,141.25,516.2,45740000,0.3698,0,0,141.25,516.2,91290,255770,1529,173700,683,200,1500,3.00E-07,0.62647,178.17,0,141.25,1000,-4.7263,594.43,-0.86247,0,0,141.25,412,0,1.0724,-77.165,"123,900",344.48,"1,000",0.21492,-0.0002899,0,0,0,141.25,344.48
2-Hexyne,C6H10,764-35-2,82.14,94860,254.15,0,0,0,300,357.67,549,3.53,0.331,0.256,0.2214,105,199,0.372,-3640,123.71,"-7,639",-16.451,0.016495,1,183.65,549,0.76277,0.25248,549,0.31611,183.65,549,49110000,0.4392,0,0,183.65,549,103600,300900,2116,210600,902.4,300,1500,5.56E-07,0.5337,244.38,0,183.65,1000,-3.7464,624.2,-1.084,0,0,183.65,435,0,1.2753,-202.84,"122,990",357.67,"1,000",0.2119,-0.00027048,0,0,0,183.65,357.67
Hydrazine,H4N2,302-01-2,32.05,79815,50.929,0.043379,0,0,274.69,653.15,653.15,14.7,0.158,0.428,0.3143,95.353,159.17,0.23861,-534.2,76.858,"-7,245.20",-8.22,0.0061557,1,274.69,653.15,1.0516,0.16613,653.15,0.1898,274.69,653.15,59794000,0.9424,-1.398,0.8862,274.69,653.15,38711,85760,1722.8,56635,733.53,200,1500,2.35E-07,0.7151,205.05,0,274.69,1673.15,-75.781,4175.4,9.6508,-7.27E-09,3,274.69,522.52,0.00043196,0.86603,641.48,0,386.65,"1,000",1.3675,-0.0015895,0,0,0,274.69,623.15
Hydrogen,H2,1333-74-0,2.02,66.653,6765.9,-123.63,478.27,0,13.95,32,33.19,1.313,0.064147,0.305,-0.216,0,0,0.130571,-241.82,12.69,-94.896,1.1125,0.00032915,2,13.95,33.19,5.414,0.34893,33.19,0.2706,13.95,33.19,1012700,0.698,-1.817,1.447,13.95,33.19,27617,9560,2466,3760,567.6,250,1500,1.80E-07,0.685,-0.59,140,13.95,3000,-11.661,24.7,-0.261,-4.10E-16,10,13.95,33,0.0027,0.7452,12,0,22,"1,600",-0.0917,0.017678,-0.000382,-3.33E-06,1.03E-07,13.95,31
Hydrogen bromide,HBr,10035-10-6,80.91,57720,9.9,0,0,0,185.15,206.45,363.15,8.552,0.1,0.283,0.0734,-36.29,-53.34,0.198591,-69.04,29.315,"-2,424.50",-1.1354,2.38E-18,6,185.15,363.15,2.832,0.2832,363.15,0.28571,185.15,363.15,24850000,0.39,0,0,185.15,363.15,29120,9530,2142,1570,1400,50,1500,9.17E-08,0.9273,0,0,206.45,800,-11.633,316.38,0.56191,0,0,185.15,206.45,0.00049725,0.63088,331.62,0,206.45,600,0.234,-0.0004636,0,0,0,185.15,290.62
Hydrogen chloride,HCl,7647-01-0,36.46,47300,90,0,0,0,165,185,324.65,8.31,0.081,0.249,0.1315,-92.31,-95.3,0.186786,-28.6,104.27,"-3,731.20",-15.047,0.03134,1,158.97,324.65,3.342,0.2729,324.65,0.3217,158.97,324.65,22093000,0.3466,0,0,158.97,324.65,29157,9048,2093.8,-107,120,50,1500,4.92E-07,0.6702,157.7,0,200,1000,-116.34,3834.6,16.864,-2.59E-10,4,158.97,318.15,0.0019,0.49755,358,0,190,700,0.8045,-0.002102,0,0,0,273.15,323.15
Hydrogen cyanide,CHN,74-90-8,27.03,95398,-197.52,0.3883,0,0,259.83,298.85,456.65,5.39,0.139,0.197,0.4099,135.143,124.725,0.201719,-623.29,36.75,"-3,927.10",-2.1245,3.89E-17,6,259.83,456.65,1.3413,0.18589,456.65,0.28206,259.83,456.65,33490000,0.2053,0,0,259.83,456.65,30125,31710,1610.2,21790,626,100,1500,1.28E-08,1.0631,340,0,300,425,-21.927,1266.5,1.5927,0,0,259.83,298.85,4.65E-06,1.3669,-210.76,"58,295",273.15,673.15,0.43454,-0.0007008,0,0,0,259.83,298.85
Hydrogen fluoride,HF,7664-39-3,20.01,62520,-223.02,0.6297,0,0,189.79,292.67,461.15,6.48,0.069,0.117,0.3823,-273.3,-275.4,0.17367,152.4,59.544,"-4,143.80",-6.1764,0.000014161,2,189.79,461.15,2.5635,0.1766,461.15,0.3733,189.79,461.15,134510000,13.36,-23.383,10.785,277.56,461.15,29134,9325.2,2905,195,1330,50,1500,4.51E-14,3.0005,-521.83,"76,111",285.5,472.68,353.99,"13,928",-41.717,"-2,962",-0.5,189.79,368.92,0,1.1224,18.744,0,350,450,0.7516,-0.0010874,0,0,0,189.79,394.45
Hydrogen sulfide,H2S,04/06/7783,34.08,64.666,49354,22.493,-1623,0,187.68,370,373.53,8.963,0.0985,0.284,0.0942,-20.63,-33.44,0.2056,-518,85.584,"-3,839.90",-11.199,0.018848,1,187.68,373.53,2.7672,0.27369,373.53,0.29015,187.68,373.53,25676000,0.37358,0,0,187.68,373.53,33288,26086,913.4,-17979,949.4,100,1500,3.93E-08,1.0134,0,0,250,480,-10.905,762.11,-0.11863,0,0,187.68,350,1.38E-07,1.8379,-352.09,"46,041",212.8,600,0.4842,-0.001184,0,0,0,193.15,292.42
Isobutyric acid,C4H8O2,79-31-2,88.11,127540,-65.35,0.82867,0,0,270,427.65,605,3.7,0.292,0.215,0.6141,-484.1,-362.1,0.3412,-2000.4,110.38,"-10,540",-12.262,1.43E-17,6,227.15,605,0.88575,0.25736,605,0.26265,227.15,605,40385000,0.82698,-2.033,1.4769,227.15,605,74694,243560,1715,184840,757.75,298.15,1200,1.12E-07,0.7822,100.3,0,227.15,1000,-11.497,1365.7,0.036966,0,0,250,450,0.0002,0.9248,698,0,427.85,"1,000",0.21668,-0.0002556,0,0,0,227.15,482.75
Isopropyl amine,C3H9N,75-31-0,59.11,-32469,1977.1,-7.0145,0.0086913,0,177.95,320,471.85,4.54,0.221,0.256,0.2759,-83.8,31.92,0.3124,-2156.6,136.66,"-7,201.50",-18.934,0.022255,1,177.95,471.85,1.2801,0.2828,471.85,0.2972,177.95,471.85,44041000,0.43325,0,0,177.95,471.85,68545,218760,1583.1,138550,691.76,200,1500,5.25E-08,0.88063,0,0,177.95,1000,-31.157,"1,926",2.925,0,0,250,453.15,0.00028183,0.92094,619.17,0,304.92,"1,000",0.237,-0.000332,0,0,0,177.95,305.55
Malonic acid,C3H4O4,141-82-2,104.06,157850,-41.619,0.42817,0,0,407.95,603.75,805,5.64,0.258,0.217,0.9418,-766.8,-670,0.37,-773.2,122.92,"-16,258",-13.113,2.06E-18,6,407.95,805,0.84266,0.217,805,0.28571,407.95,805,117670000,0.37877,0,0,407.95,805,49522,187180,1295.8,148520,569.96,300,1200,8.42E-08,0.82573,102.08,0,407.95,1000,-19.834,2784.5,1.1161,0,0,404.15,580,0.00033075,0.81895,777.75,0,580,"1,000",0.28918,-0.0002614,0,0,0,407.95,644
