Name,Formula,CAS,wt,CPLC1,CPLC2,CPLC3,CPLC4,CPLC5,CPLTmin,CPLTmax,Tc,Pc,Vc,Zc,Acentric factor,Hig_f,Gig_f,Sig,Hstd_c,VPC1,VPC2,VPC3,VPC4,VPC5,VPTmin,VPTmax,LDC1,LDC2,LDC3,LDC4,LDTmin,LDTmax,HVC1,HVC2,HVC3,HVC4,HVTmin,HVTmax,CPGC1,CPGC2,CPGC3,CPGC4,CPGC5,CPGTmin,CPGTmax,VAPVISC1,VAPVISC2,VAPVISC3,VAPVISC4,VAPVISTmin,VAPVISTmax,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,LIQVISC5,LIQVISTmin,LIQVISTmax,GASTCC1,GASTCC2,GASTCC3,GASTCC4,GASTCTmin,GASTCTmax,LICTCC1,LICTCC2,LICTCC3,LICTCC4,LICTCC5,LICTCTmin,LICTCYmax
"1,2,3-Trimethylbenzene",C9H12,526-73-8,120.19,119450,324.54,0,0,0,247.79,449.27,664.5,3.454,0.414,0.259,0.3666,-9.5,126.1,0.3805,-4934,78.341,"-8,019.80",-8.1458,3.90E-06,2,247.79,664.5,0.6531,0.27002,664.5,0.26268,243.15,664.5,59996000,0.35578,0,0,247.79,664.5,105200,379000,1481.4,233100,667.3,200,1500,7.85E-07,0.49855,362.79,0,247.79,1000,-11.756,1483.1,-0.040387,0,0,247.79,449.27,0,1.0452,720.49,0,449.27,"1,000",0.18854,-0.0001963,0,0,0,247.79,449.27
"1,2,4-Trimethylbenzene",C9H12,95-63-6,120.19,178800,-128.47,0.83741,0,0,229.33,350,649.1,3.232,0.43,0.258,0.3787,-13.8,117.1,0.3961,-4930.7,85.301,"-8,215.90",-9.2166,4.80E-06,2,229.33,649.1,0.60394,0.25956,649.1,0.27713,229.33,649.1,59254000,0.35709,0,0,229.33,649.1,101060,383140,1501,239500,678.3,200,1500,6.88E-07,0.51063,330.88,0,229.33,1000,-9.6461,1281.2,-0.29478,0,0,229.33,442.53,0.00008498,1.061,708,0,442.53,"1,000",0.19216,-0.0002105,0,0,0,229.33,442.53
"2,2,4-Trimethylpentane",C8H18,540-84-1,114.23,95275,696.7,-1.3765,0.0021734,0,165.78,520,543.8,2.57,0.468,0.266,0.3035,-224.01,13.94,0.42296,-5065.28,84.912,"-6,722.20",-9.5157,7.22E-06,2,165.78,543.8,0.59059,0.27424,543.8,0.2847,165.78,543.8,47711000,0.37949,0,0,165.78,543.8,113900,528600,1594,335100,677.94,200,1500,1.11E-07,0.746,72.4,0,165.78,1000,-12.928,1137.5,0.25725,-3.69E-28,10,165.78,541.15,0.00001758,1.3114,392.9,0,355.15,"1,000",0.1659,-0.00022686,0,0,0,165.78,372.39
"2,3,3-Trimethylpentane",C8H18,560-21-4,114.23,388620,-1439.5,3.2187,0,0,280,320,573.5,2.82,0.455,0.269,0.2903,-218.45,18.28,0.42702,-5068.76,83.105,"-6,903.70",-9.1858,6.47E-06,2,172.22,573.5,0.6028,0.27446,573.5,0.2741,172.22,573.5,49910000,0.383,0,0,172.22,573.5,98200,540200,1531,349300,639.9,200,1500,8.24E-07,0.4931,371.44,0,387.91,1000,-4.0309,990.76,-1.1771,0,0,172.22,387.91,0,1.2284,-174.72,"147,800",387.91,"1,000",0.16815,-0.00020535,0,0,0,172.22,387.91
"1,3,5-Trinitrobenzene",C6H3N3O6,99-35-4,213.11,40364,664.46,0,0,0,398.4,475.47,846,3.39,0.479,0.231,0.8623,62.4,267.9,0.4435,-2686.7,506.33,"-37,483",-69.22,0.000027381,2,398.4,846,0.48195,0.23093,846,0.28571,398.4,846,106870000,0.38,0,0,398.4,846,203670,181810,1208.9,79777,1060.8,298.15,1500,3.41E-08,0.95252,43.528,0,398.4,1000,-10.707,1818.5,0,0,0,398.4,676.8,0.00020544,0.87137,807.3,0,629.6,"1,000",0.18421,-0.00016097,0,0,0,398.4,629.6
"2,4,6-Trinitrotoluene",C7H5N3O6,118-96-7,227.13,133530,514.64,0,0,0,354,475,828,3.04,0.572,0.253,0.8972,43.4,284.4,0.4607,-3295.9,302,"-24,324",-40.13,0.000017403,2,354,828,0.37378,0.21379,828,0.29905,354,828,106860000,0.40074,0,0,354,828,215400,244320,1112.6,58651,950.59,298.15,1500,2.85E-08,0.96571,30.83,0,354,1000,-11.504,"3,301",-0.39102,0,0,353.15,625,0.00018189,0.88744,803.39,0,625,"1,000",-1.5128,0.0079553,-0.000010066,0,0,357.2,393.2
Undecane,C11H24,1120-21-4,156.31,293980,-114.98,0.96936,0,0,247.57,433.42,639,1.95,0.685,0.252,0.5303,-270.43,41.16,0.58493,-6903.6,131,"-11,143",-15.855,8.19E-06,2,247.57,639,0.36703,0.24876,639,0.28571,247.57,639,72284000,0.40607,0,0,247.57,639,195290,609980,1708.7,413020,775.4,200,1500,3.59E-08,0.9052,125,0,247.57,1000,52.176,-4951.9,-8.5676,"570,980",-2,247.57,511.2,0.038,0.68615,"34,663","8,721,900",469.08,"1,000",0.20515,-0.00023933,0,0,0,247.57,469.08
1-Undecanol,C11H24O,112-42-5,172.31,129450,-3039.5,27.927,-0.061847,0.000043042,289.05,520.3,703.9,2.119,0.715,0.259,0.6236,-419,-91.77,0.6363,-6726,182.571,"-17,112",-22.125,1.13E-17,6,288.45,703.9,0.33113,0.23676,703.9,0.2762,288.45,703.9,87274000,-1.5834,5.0913,-3.2171,288.45,703.9,185900,586900,1571.8,432600,722.7,200,1500,5.95E-08,0.81842,90.245,0,288.45,1000,-69.778,5905.2,8.0214,0,0,288.45,590.15,2498.8,0.95209,20167000000,0,520.3,"1,000",0.21211,-0.00021815,0,0,0,288.45,561.2
Vinyl acetate,C4H6O2,108-05-4,86.09,136300,-106.17,0.75175,0,0,259.56,389.35,519.13,3.958,0.27,0.248,0.3513,-314.9,-227.9,0.328,-1950,57.406,"-5,702.80",-5.0307,1.10E-17,6,180.35,519.13,0.9591,0.2593,519.13,0.27448,180.35,519.13,47700000,0.3765,0,0,180.35,519.13,53600,211900,1198,114700,510,100,1500,1.39E-07,0.7599,98,0,180.35,1000,-22.407,1462.8,1.7006,0,0,225,345.65,"-3,279,500",-0.12941,1710400000,-1.27E+13,345.65,"1,000",0.256,-0.0003542,0,0,0,180.35,410
Vinyl acetylene,C4H4,689-97-4,52.08,68720,135,0,0,0,200,278.25,454,4.86,0.205,0.264,0.1069,304.6,306,0.2794,-2362,55.682,"-4,439.30",-5.0136,1.97E-17,6,173.15,454,1.2703,0.26041,454,0.297,173.15,454,36490000,0.4,0.043,0,173.15,454,55978,121410,1610.2,89079,710.4,200,1500,6.75E-07,0.5304,230.17,0,173.15,1000,-2.2333,320.37,-1.2915,0,0,173.15,364,0,1.0632,-70.589,"90,617",278.25,"1,000",0.22838,-0.00035173,0,0,0,173.15,278.25
Vinyl chloride,C2H3Cl,75-01-4,62.5,-10320,322.8,0,0,0,200,400,432,5.67,0.179,0.283,0.1001,28.45,41.95,0.27354,-1178,91.432,"-5,141.70",-10.981,0.000014318,2,119.36,432,1.5115,0.2707,432,0.2716,119.36,432,34125000,0.4513,0,0,119.36,432,42364,87350,1649.2,65560,739.07,200,1500,2.38E-07,0.71517,102.84,0,119.36,1000,0.26297,276.55,-1.7282,0,0,130,400,-229.41,0.59582,"-169,430,000",0,259.25,"1,000",0.2333,-0.00039223,0,0,0,119.36,345.6
Vinyl trichlorosilane,C2H3Cl3Si,75-94-5,161.49,49516,420.35,0,0,0,178.35,363.85,543.15,3.06,0.408,0.276,0.2815,-481.16,-425.514,0.373966,-1544,54.571,"-5,561.50",-4.712,1.07E-17,6,178.35,543.15,0.59595,0.24314,543.15,0.24856,178.35,543.15,45659000,0.36278,0,0,178.35,543.15,84894,114710,1380,90000,644.61,298.15,1500,3.64E-08,0.95924,0,0,178.35,1000,-10.37,823.31,0,0,0,178.35,434.52,3510.8,0.225,"401,720,000",0,363.85,"1,000",0.21831,-0.00029122,0,0,0,178.35,434.52
Water,H2O,7732-18-5,18.02,276370,-2090.1,8.125,-0.014116,9.37E-06,273.16,533.15,647.096,22.064,0.0559472,0.229,0.3449,-241.814,-228.59,0.188724,None,73.649,"-7,258.20",-7.3037,4.17E-06,2,273.16,647.096,-13.851,0.64038,-0.00191,1.82E-06,273.16,353.15,52053000,0.3199,-0.212,0.25795,273.16,647.1,33363,26790,2610.5,8896,1169,100,2273.15,1.71E-08,1.1146,0,0,273.16,1073.15,-52.843,3703.6,5.866,-5.88E-29,10,273.16,646.15,6.20E-06,1.3973,0,0,273.16,1073.15,-0.432,0.0057255,-0.000008078,1.86E-09,0,273.16,633.15
m-Xylene,C8H10,108-38-3,106.17,133860,7.8754,0.52265,0,0,217,540.15,617,3.541,0.375,0.259,0.3265,17.32,118.76,0.35854,-4331.8,85.099,"-7,615.90",-9.3072,5.56E-06,2,225.3,617,0.68902,0.26086,617,0.27479,225.3,617,54626000,0.37289,0,0,225.3,617,75680,339240,1496,224700,675.9,200,1500,6.83E-07,0.52199,324.17,0,225.3,1000,-11.91,1094.9,0.13825,0,0,225.3,413.1,3.06E-09,2.4182,-569.28,"121,060",320,"1,000",0.20044,-0.00023544,0,0,0,225.3,413.1
o-Xylene,C8H10,95-47-6,106.17,36500,1017.5,-2.63,0.00302,0,247.98,417.58,630.3,3.732,0.37,0.264,0.3101,19.08,122,0.35383,-4333,90.405,"-7,955.20",-10.086,5.96E-06,2,247.98,630.3,0.69962,0.26143,630.3,0.27365,247.98,630.3,55395000,0.37788,0,0,247.98,630.3,85210,329540,1494.4,211500,675.8,200,1500,8.34E-07,0.49713,365.86,0,247.98,1000,-15.489,1393.5,0.63711,0,0,247.98,418.1,4.97E-06,1.3787,-225.64,"66,786",320,"1,000",0.19989,-0.0002299,0,0,0,247.98,417.58
p -Xylene,C8H10,106-42-3,106.17,-35500,1287.2,-2.599,0.002426,0,286.41,600,616.2,3.511,0.378,0.259,0.3218,18.03,121.4,0.352165,-4333,88.72,"-7,741.20",-9.8693,0.000006077,2,286.41,616.2,0.67752,0.25887,616.2,0.27596,286.41,616.2,53819000,0.36695,0,0,286.41,616.2,75120,339700,1492.8,224700,675.1,200,1500,9.35E-07,0.47683,371.96,0,286.41,1000,-7.381,911.7,-0.54152,0,0,286.41,413.1,9.93E-08,1.9229,-469.93,"113,460",320,"1,000",0.20003,-0.00023573,0,0,0,286.41,413.1
